,Year,Country,Case Number,Activity,Injury,Fatal (Y/N)
1655,2002,NEW CALEDONIA,2002.03.03,Fishing,"PRESUMED FATAL, body not recovered",Y
1656,2002,OTHER,2002.02.23,Fishing,FATAL,Y
1657,2002,AUSTRALIA,2002.02.16,Surfing,Heel / foot bitten,N
1658,2002,FIJI,2002.02.11,Other,"FATAL, lower thigh & knee severely lacerated ",Y
1659,2002,AUSTRALIA,2002.02.07,Other,Stern of kayak bitten/chest bruised ,N
1660,2002,AUSTRALIA,2002.01.30.b,Surfing,Bruises & minor cuts,N
1661,2002,AUSTRALIA,2002.01.30.a,Swimming,15 cm wound on inner thigh,N
1662,2002,SOUTH AFRICA,2002.01.04,Fishing,Leg bitten & surgically amputated,N
1663,2002,BRAZIL,2002.01.03,Swimming,FATAL,Y
1664,2002,SOUTH AFRICA,2002.01.01.b,Surfing,Foot & calf bitten,N
1665,2002,USA,2002.01.01.a,Snorkeling,Lacerations to buttocks & thigh,N
1666,2001,AUSTRALIA,2001.12.21,Surfing,"No injury, 2 m to 2.5 m [6.75'  to 8.25'] shark made a threat display",N
1667,2001,AUSTRALIA,2001.11.23,Surfing,"No Injury, shark hit board",N
1668,2001,USA,2001.11.14,Surfing,"No injury, portion of board's lower surface removed",N
1669,2001,AUSTRALIA,2001.11.07,Surfing,"No injury, fell off ski after possibly colliding with  a shark",N
1670,2001,SOUTH AFRICA,2001.10.07,Other,No injury,N
1671,2001,AUSTRALIA,2001.10.02,Snorkeling,Lacerations to right forearm & shoulder injured,N
1672,2001,MEXICO,2001.09.30.b,Surfing,Hand injured,N
1673,2001,AUSTRALIA,2001.09.30.a,Other,No injury from shark,N
1674,2001,USA,2001.09.24,Surfing,PROVOKED INCIDENT Several small lacerations on left foot ,N
1675,2001,USA,2001.09.18,Surfing,"1"" to 2"" cuts on right ankle & foot",N
1676,2001,USA,2001.09.16,Diving,FATAL or drowning & scavenging,Y
1677,2001,USA,2001.09.15.b,Other,"2 lacerations on lower back, punctures on buttock",N
1678,2001,USA,2001.09.15.a,Surfing,Foot bitten,N
1679,2001,OTHER,2001.09.13,Diving,Head bitten by captive shark PROVOKED INCIDENT,N
1680,2001,USA,2001.09.08,Fishing,Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT,N
1681,2001,USA,2001.09.07.b,Other,Minor injury to left leg,N
1682,2001,USA,2001.09.07.a,Swimming,Left hand injured,N
1683,2001,USA,2001.09.03.b,Swimming,FATAL,Y
1684,2001,USA,2001.09.03.a,Swimming,Left buttock & foot  severed,N
1685,2001,USA,2001.09.02,Wading,Right calf lacerated,N
1686,2001,USA,2001.09.01,Swimming,"FATAL, thigh bitten ",Y
1687,2001,BAHAMAS,2001.08.31,Fishing,Torso lacerated,N
1688,2001,USA,2001.08.29,Standing,Punctures & lacerations on elbow & forearm,N
1689,2001,USA,2001.08.27,Wading,Heel lacerated,N
1690,2001,USA,2001.08.26,Other,Thigh & foot bitten,N
1691,2001,USA,2001.08.25,Other,Upper left thigh & right foot bitten,N
1692,2001,USA,2001.08.22,Surfing,Foot lacerated,N
1693,2001,USA,2001.08.21,Surfing,Thigh lacerated,N
1694,2001,USA,2001.08.19.c,Surfing,Cuts on right foot,N
1695,2001,USA,2001.08.19.b,Surfing,Lacerations to lower leg,N
1696,2001,USA,2001.08.19.a,Surfing,Left foot lacerated,N
1697,2001,USA,2001.08.18.c,Surfing,Cuts on right foot,N
1698,2001,USA,2001.08.18.b,Surfing,Back of left hand gashed,N
1699,2001,USA,2001.08.18.a,Surfing,Left ankle bitten,N
1700,2001,BAHAMAS,2001.08.16,Fishing,Calf bitten,N
1701,2001,OTHER,2001.08.12,Other,Legs bitten,N
1702,2001,USA,2001.08.05,Other,Toe bitten,N
1703,2001,BAHAMAS,2001.08.04,Swimming,"Leg bitten, later surgically amputated above the knee",N
1704,2001,ITALY,2001.08.03,Fishing,No Injury to occupants,N
1705,2001,USA,2001.07.26,Other,Survived,N
1706,2001,USA,2001.07.25,Other,Minor injury,N
1707,2001,USA,2001.07.24,Other,2 bites behind knee,N
1708,2001,USA,2001.07.21,Fishing,No Injury to occupants; shark bumped the boat ,N
1709,2001,USA,2001.07.15.b,Surfing,Left foot & heel lacerated,N
1710,2001,USA,2001.07.15.a,Other,Foot lacerated,N
1711,2001,MEXICO,2001.07.06.b,Surfing,Foot bitten,N
1712,2001,USA,2001.07.06.a,Swimming,"Arm severed, surgically reattached",N
1713,2001,USA,2001.07.03,Other,Hand bitten,N
1714,2001,USA,2001.07.00,Other,2-inch cut on dorsum of left foot,N
1715,2001,USA,2001.06.12,Swimming,Leg lacerated,N
1716,2001,USA,2001.06.10,Fishing,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",N
1717,2001,AUSTRALIA,2001.06.09,Other,Remains recovered from gut of a  3.7 m [12'] tiger shark,Y
1718,2001,USA,2001.06.03,Wading,3 puncture wounds on each side of her left  hand,N
1719,2001,USA,2001.05.29,Other,Survived,N
1720,2001,USA,2001.05.23 ,Swimming,Shin lacerated,N
1721,2001,USA,2001.05.20,Swimming,5.5-inch laceration on calf,N
1722,2001,PHILIPPINES,2001.05.18,Fishing,Arm bitten PROVOKED INCIDENT,N
1723,2001,OTHER,2001.05.11,Other,Fatal or drowned & remains scavenged by shark,Y
1724,2001,SOUTH AFRICA,2001.05.08,Surfing,Leg bitten,N
1725,2001,AUSTRALIA,2001.05.04,Surfing,"Chest lacerated, surfboard bitten",N
1726,2001,USA,2001.05.03,Surfing,Foot lacerated ,N
1727,2001,FIJI,2001.05.00,Fishing,FATAL,Y
1728,2001,USA,2001.04.28,Other,4 small lacerations on lower right leg,N
1729,2001,USA,2001.04.13.b,Surfing,Foot & ankle lacerated,N
1730,2001,USA,2001.04.13.a,Surfing,Right foot & ankle lacerated,N
1731,2001,USA,2001.04.12.e,Other,Right ankle & lower leg lacerated,N
1732,2001,USA,2001.04.12.d,Surfing,Foot & ankle lacerated,N
1733,2001,USA,2001.04.12.c,Surfing,Small cuts on big & pinky toes of left foot,N
1734,2001,USA,2001.04.12.b,Body boarding,Foot & ankle lacerated,N
1735,2001,USA,2001.04.12.a,Surfing,Foot lacerated,N
1736,2001,USA,2001.04.11.d,Surfing,Minor cuts on right heel & foot,N
1737,2001,USA,2001.04.11.c,Surfing,Lacerations to top & bottom of left foot,N
1738,2001,USA,2001.04.11.a,Surfing,Minor punctures & lacerations on left hand ,N
1739,2001,USA,2001.04.10,Surfing,Foot lacerated,N
1740,2001,SOUTH AFRICA,2001.04.08.b,Surfing,"Thigh, hip & buttock bitten",N
1741,2001,AUSTRALIA,2001.04.08.a,Snorkeling,Wrist lacerated PROVOKED INCIDENT,N
1742,2001,USA,2001.04.05,Surfing,Minor lacerations to dorsum of left foot,N
1743,2001,BRAZIL,2001.04.02.b,Other,Left thigh bitten,N
1744,2001,AUSTRALIA,2001.04.02.a,Surfing,Calf bitten,N
1745,2001,USA,2001.03.23,Other,"Minor cuts on left hand, body board bitten",N
1746,2001,USA,2001.03.09,Surfing,Fingers & hand lacerated,N
1747,2001,BRAZIL,2001.03.08,Other,Lacerations below the knee,N
1748,2001,BRAZIL,2001.03.03,Swimming,FATAL,Y
1749,2001,OTHER,2001.03.00,Other,"Human remains recovered in shark caught off Anguilla, probable scavenging on drowned body",Y
1750,2001,AUSTRALIA,2001.02.26,Fishing,No injury to occupants,N
1751,2001,OTHER,2001.02.11,Other,Bones recovered by fishermen in 300-kg [662-lb] white sharks gut,Y
1752,2001,AUSTRALIA,2001.02.04,Surfing,Leg bitten,N
1753,2001,AUSTRALIA,2001.01.24.R,Other,"No injury, shark ramme d & bit kayak",N
1754,2001,CUBA,2001.01.24,Swimming,Left arm bitten,N
1755,2001,AUSTRALIA,2001.01.21 ,Fishing,No injury to occupants,N
1756,2001,USA,2001.01.09,Surfing,"Foot bruised, board dinged",N
1757,2001,NEW ZEALAND,2001.01.06,Other,"No injury, kayak bitten",N
1758,2000,AUSTRALIA,2000.12.24,Diving,Hand bitten,N
1759,2000,FIJI,2000.12.12,Swimming,"FATAL, leg severed ",Y
1760,2000,AUSTRALIA,2000.12.11,Fishing,No injury to occupants,N
1761,2000,OTHER,2000.12.05,Diving,No injury,N
1762,2000,AUSTRALIA,2000.12.03,Fishing,Left elbow and forearm bitten,N
1763,2000,NEW ZEALAND,2000.12.00,Surfing,FATAL,Y
1764,2000,AUSTRALIA,2000.11.21,Diving,"No injury, wetsuit & swimfin torn",N
1765,2000,AUSTRALIA,2000.11.20,Other,"Missing, thought to have been taken by a shark",Y
1766,2000,USA,2000.11.18,Swimming,Right calf lacerated,N
1767,2000,USA,2000.11.10,Other,No injury,N
1768,2000,AUSTRALIA,2000.11.06.b,Swimming,Leg & feet lacerated,N
1769,2000,AUSTRALIA,2000.11.06.a,Swimming,"FATAL, torso bitten, leg severed ",Y
1770,2000,USA,2000.11.04,Surfing,Both thighs bitten,N
1771,2000,AUSTRALIA,2000.10.29,Fishing,"No Injury to occupant, shark holed and sank boat",N
1772,2000,USA,2000.10.20,Surfing,Leg lacerated,N
1773,2000,USA,2000.10.18,Swimming,Right side of back / torso lacerated,N
1774,2000,USA,2000.10.14,Swimming,Right hand lacerated,N
1775,2000,USA,2000.10.09,Surfing,Foot lacerated,N
1776,2000,USA,2000.10.06.b,Surfing,Fingers lacerated,N
1777,2000,USA,2000.10.06.a,Surfing,Right foot & heel lacerated,N
1778,2000,USA,2000.10.02,Surfing,Upper left arm lacerated,N
1779,2000,USA,2000.09.29,Surfing,No injury,N
1780,2000,AUSTRALIA,2000.09.25,Surfing,FATAL,Y
1781,2000,AUSTRALIA,2000.09.24,Surfing,FATAL,Y
1782,2000,AUSTRALIA,2000.09.18,Other,Foot lacerated from toe to heel when he tripped on shark during fishing competition PROVOKED INCIDENT,N
1783,2000,OTHER,2000.09.16.b,Surfing, FATAL,Y
1784,2000,USA,2000.09.16.a,Other,Non-fatal,N
1785,2000,USA,2000.09.15,Surfing,Right lower leg & ankle lacerated,N
1786,2000,USA,2000.09.12,Surfing,Puncture wounds on knee,N
1787,2000,USA,2000.09.11,Surfing,Finger lacerated,N
1788,2000,USA,2000.09.10.b,Swimming,Minor injury to arm and hand,N
1789,2000,SOUTH AFRICA,2000.09.10.a,Diving,Swim fin bitten,N
1790,2000,OTHER,2000.09.08.c,Swimming,FATAL,Y
1791,2000,USA,2000.09.08.b,Wading,Left foot lacerated ,N
1792,2000,REUNION,2000.09.08.a,Surfing,Left arm bitten,N
1793,2000,OTHER,2000.09.00.b,Swimming,FATAL,Y
1794,2000,USA,2000.08.31,Swimming,Punctures & lacerations on right foot,N
1795,2000,USA,2000.08.30,Other,FATAL,Y
1796,2000,USA,2000.08.27.R,Other,Leg bitten by netted shark PROVOKED INCIDENT,N
1797,2000,USA,2000.08.21,Swimming,"Severe gash to left hand above wrist, almost severing hand",N
1798,2000,USA,2000.08.15,Surfing,Left calf lacerated,N
1799,2000,USA,2000.08.13,Surfing,Minor lacerations to the dorsum of the right foot,N
1800,2000,USA,2000.08.12,Standing,Severely bitten on lower leg ,N
1801,2000,USA,2000.08.11,Swimming,Non-fatal,N
1802,2000,USA,2000.08.10,Other,Shark involvement probably post-mortem,Y
1803,2000,OTHER,2000.08.00,Swimming,FATAL,Y
1804,2000,USA,2000.07.25,Other,Minor laceration on left leg,N
1805,2000,USA,2000.07.22,Snorkeling,Leg pinched,N
1806,2000,USA,2000.07.17,Surfing,Foot lacerated,N
1807,2000,USA,2000.07.16.b,Surfing,Minor lacerations on foot,N
1808,2000,SOUTH AFRICA,2000.07.16.a,Surfing,Hand lacerated,N
1809,2000,SOUTH AFRICA,2000.07.15.b,Surfing,"No injury, flung off board",N
1810,2000,SOUTH AFRICA,2000.07.15.a,Surfing,No Injury,N
1811,2000,OTHER,2000.07.12,Diving,Left arm bitten,N
1812,2000,USA,2000.07.10,Wading,Minor laceration & 3 punctures to right foot,N
1813,2000,USA,2000.07.09,Swimming,Knee & calf lacerated,N
1814,2000,USA,2000.07.07,Other,Ankle & foot lacerated,N
1815,2000,USA,2000.07.06,Other,Calf lacerated,N
1816,2000,USA,2000.07.04.b,Wading,Left inner thigh,N
1817,2000,USA,2000.07.04.a,Fishing,Lower right calf lacerated,N
1818,2000,USA,2000.07.02.b,Wading,Left calf & hand lacerated,N
1819,2000,USA,2000.07.02.a,Standing,Left thigh lacerated,N
1820,2000,OTHER,2000.07.00,Swimming,FATAL,Y
1821,2000,PAPUA NEW GUINEA,2000.06.30,Other,FATAL,Y
1822,2000,NEW ZEALAND,2000.06.29,Fishing,"No injury, shark bit the dinghy",N
1823,2000,USA,2000.06.19,Standing,Right ankle lacerated,N
1824,2000,USA,2000.06.13,Other,"No injury to occupants, boat's rear platform bitten",N
1825,2000,USA,2000.06.10,Surfing,Foot lacerated,N
1826,2000,USA,2000.06.09.b,Swimming,Puncture wounds on right hip and arm,N
1827,2000,USA,2000.06.09.a,Swimming,Right forearm severed surgically amputated above elbow,N
1828,2000,USA,2000.06.02,Snorkeling,Right forearm lacerated,N
1829,2000,OTHER,2000.06.00,Swimming,"FATAL, legs severed  ",Y
1830,2000,NEW CALEDONIA,2000.05.13,Other,Sharks prevented recovery of remains,Y
1831,2000,AUSTRALIA,2000.05.09,Other,Probable drowning,Y
1832,2000,PAPUA NEW GUINEA,2000.05.07.b,Standing,Left leg & ankle bitten,N
1833,2000,PAPUA NEW GUINEA,2000.05.07.a,Diving,FATAL,Y
1834,2000,USA,2000.04.14,Other,Left foot lacerated,N
1835,2000,USA,2000.04.09,Other,Puncture marks on right thigh,N
1836,2000,USA,2000.03.31,Fishing,"No Injury, bumped by shark",N
1837,2000,AUSTRALIA,2000.03.30,Swimming,Left calf bitten,N
1838,2000,USA,2000.03.26,Other,Right knee lacerated,N
1839,2000,USA,2000.03.24,Surfing,Left hand bitten,N
1840,2000,NEW CALEDONIA,2000.03.15,Fishing,FATAL,Y
1841,2000,AUSTRALIA,2000.03.14,Surfing,No Injury,N
1842,2000,AUSTRALIA,2000.03.10,Other,No Injury to occupants,N
1843,2000,AUSTRALIA,2000.03.09,Other,No injury to occupants; oar bitten,N
1844,2000,NEW ZEALAND,2000.03.03.R,Other,Reported as shark attack but probable drowning ,UNKNOWN
1845,2000,AUSTRALIA,2000.03.02,Swimming,Survived,N
1846,2000,USA,2000.03.00,Fishing,"No injury to diver, speargun damaged",N
1847,2000,USA,2000.02.21,Other,Right calf bitten,N
1848,2000,SOUTH AFRICA,2000.02.19,Surfing,Foot bitten,N
1849,2000,OTHER,2000.02.14,Other,Fingers bitten PROVOKED INCIDENT,N
1850,2000,NEW ZEALAND,2000.02.03,Surfing,"No injury, wetsuit punctured",N
1851,2000,AUSTRALIA,2000.02.01,Surfing,Hand bitten,N
1852,2000,REUNION,2000.01.28.R,Other,FATAL,Y
1853,2000,OTHER,2000.01.05,Diving,FATAL,Y
1854,2000,USA,2000.00.00,Fishing,No injury to occupant; shark bit propeller,N
1855,1999,NEW ZEALAND,1999.12.31.c,Surfing,Six puncture wounds on  leg,N
1856,1999,NEW ZEALAND,1999.12.31.b,Swimming,Arm bitten,N
1857,1999,NEW ZEALAND,1999.12.31.a,Bathing,A cut on her hand,N
1858,1999,BRAZIL,1999.12.26,Surfing,"Leg bitten, surgically amputated",N
1859,1999,USA,1999.12.14,Diving,"Presumed taken by a shark,  but forensic evidence suggested otherwise.",Y
1860,1999,BRAZIL,1999.12.06,Fishing,Lateral right thigh bitten,N
1861,1999,USA,1999.12.02,Surfing,Right arm & fingers lacerated,N
1862,1999,USA,1999.11.30,Surfing,Lacerations to hand & wrist,N
1863,1999,USA,1999.11.23,Swimming,"Buttock bitten, hands lacerated",N
1864,1999,USA,1999.11.15,Surfing,"No injury, board bitten",N
1865,1999,SOUTH AFRICA,1999.11.13,Surfing,Lower legs lacerated,N
1866,1999,BRAZIL,1999.11.06,Surfing,Upper right thigh bitten,N
1867,1999,OTHER,1999.11.00.b,Swimming,Lacerations to leg,N
1868,1999,OTHER,1999.11.00.a,Swimming,Lacerations to buttocks,N
1869,1999,USA,1999.10.30.b,Body boarding,Right foot lacerated,N
1870,1999,USA,1999.10.30.a,Surfing,"Shark bit 8"" chunk from swim fin",N
1871,1999,USA,1999.10.20,Surfing,Lacerations to right hand & wrist,N
1872,1999,USA,1999.10.01,Surfing,Right arm bitten,N
1873,1999,USA,1999.09.29,Surfing,3 one-inch lacerations to sole of right foot,N
1874,1999,ITALY,1999.09.24,Fishing,No Injury to occupants,N
1875,1999,USA,1999.09.16,Wading,Thigh (posterior) bitten,N
1876,1999,USA,1999.09.10,Wading,Toes lacerated,N
1877,1999,USA,1999.09.05,Surfing,Right foot bitten,N
1878,1999,USA,1999.09.04.b,Wading,Left knee nipped by captive shark PROVOKED INCIDENT,N
1879,1999,USA,1999.09.04.a,Surfing,Right foot bitten,N
1880,1999,USA,1999.08.26,Surfing,3-inch laceration to right foot,N
1881,1999,USA,1999.08.24,Surfing,Foot injured,N
1882,1999,OTHER,1999.08.23,Fishing,Lacerations to left leg,N
1883,1999,USA,1999.08.21,Surfing,Small lacerations to right foot,N
1884,1999,USA,1999.08.16,Other,"Ear lacerated, cuts on scalp, back, arm & shoulder ",N
1885,1999,USA,1999.08.05.a,Surfing,Right ankle & heel  lacerated,N
1886,1999,BAHAMAS,1999.08.05,Fishing,Right arm bitten,N
1887,1999,SOUTH AFRICA,1999.07.29,Surfing,Right thigh bitten,N
1888,1999,USA,1999.07.26,Swimming,Ankle bitten,N
1889,1999,USA,1999.07.21,Surfing,Right thigh & buttock bitten,N
1890,1999,SOUTH AFRICA,1999.07.15,Other,FATAL,Y
1891,1999,USA,1999.07.06,Other,Five cuts on his heel,N
1892,1999,USA,1999.07.04,Fishing,Lacerations knee to ankle,N
1893,1999,SOUTH AFRICA,1999.07.03,Surfing,Leg & board bitten,N
1894,1999,USA,1999.06.19,Other,9-inch gash in left foot ,N
1895,1999,USA,1999.06.17,Surfing,Right hand and wrist lacerated,N
1896,1999,USA,1999.06.12,Swimming,8-inch bite on calf,N
1897,1999,USA,1999.06.09,Other,Knee lacerated,N
1898,1999,AUSTRALIA,1999.05.29,Surfing,"FATAL, body not recovered",Y
1899,1999,BRAZIL,1999.05.01,Surfing,Leg & hands bitten,N
1900,1999,OTHER,1999.04.22,Swimming,Thigh bitten,N
1901,1999,REUNION,1999.04.11,Swimming,FATAL,Y
1902,1999,USA,1999.04.01,Surfing,Ankle bitten,N
1903,1999,NEW ZEALAND,1999.03.18.R,Diving,No injury,N
1904,1999,BRAZIL,1999.03.18.b,Other,Grabbed small shark & it bit him  PROVOKED INCIDENT,N
1905,1999,USA,1999.03.18.a,Swimming,"FATAL, arm bitten ",Y
1906,1999,NEW CALEDONIA,1999.03.14.b,Fishing,Multiple injuries,N
1907,1999,NEW ZEALAND,1999.03.14.a,Fishing,Right thigh bitten PROVOKED INCIDENT,N
1908,1999,USA,1999.03.08,Surfing,Bruised right leg,N
1909,1999,USA,1999.03.05,Swimming,Tissue removed knee to thigh,N
1910,1999,USA,1999.02.26.R,Other,"No injury to occupants, boat sank after colliding with shark",N
1911,1999,AUSTRALIA,1999.02.23,Surfing,"Left hand & forearm bitten, board bitten",N
1912,1999,USA,1999.02.03,Surfing,Left hand bitten,N
1913,1999,OTHER,1999.01.29,Fishing,Legs & torso injured,N
1914,1999,SOUTH AFRICA,1999.01.13,Other,"No Injury, ski bitten",N
1915,1999,NEW ZEALAND,1999.01.07,Other,No injury to occupant: boat lost,N
1916,1999,AUSTRALIA,1999.01.03.R,Fishing,"Cut foot, but injury caused by fishing line, not the shark",N
1917,1999,REUNION,1999.01.03,Fishing,FATAL,Y
1918,1999,SOUTH AFRICA,1999.00.00.b,Fishing,Heel lacerated,N
1919,1999,USA,1999.00.00.a,Surfing,Abrasions,N
1920,1998,USA,1998.12.24,Surfing,Left foot bitten after he accidentally stepped on the shark         PROVOKED INCIDENT ,N
1921,1998,AUSTRALIA,1998.12.22,Standing,2 puncture wounds in left leg,N
1922,1998,SOUTH AFRICA,1998.12.20.R,Surfing,Leg bitten,N
1923,1998,SOUTH AFRICA,1998.12.18,Other,Right leg bitten,N
1924,1998,AUSTRALIA,1998.12.15,Surfing,Leg injured,N
1925,1998,USA,1998.11.21,Swimming,FATAL,Y
1926,1998,USA,1998.11.14,Surfing,Right foot bitten,N
1927,1998,USA,1998.11.11,Other,Survived,N
1928,1998,USA,1998.11.05,Surfing,No injury,N
1929,1998,JAPAN,1998.11.02.b,Fishing,PROVOKED INCIDENT    Knee bitten by shark trapped in net,N
1930,1998,BRAZIL,1998.11.02.a,Surfing,"FATAL, left forearm severed  ",Y
1931,1998,USA,1998.10.24,Swimming,Minor lacerations on right ankle & foot,N
1932,1998,SOUTH AFRICA,1998.10.18,Surfing,"No injury, surfboard bitten",N
1933,1998,USA,1998.10.10,Surfing,Right hand bitten,N
1934,1998,BRAZIL,1998.10.04,Surfing,Right leg bitten,N
1935,1998,REUNION,1998.10.01.b,Diving,Survived,N
1936,1998,USA,1998.10.01.a,Other,2 one-inch lacerations in left foot,N
1937,1998,USA,1998.09.27,Surfing,Puncture wounds to leg,N
1938,1998,USA,1998.09.22,Surfing,Left arm lacerated,N
1939,1998,SOUTH AFRICA,1998.09.16.R,Fishing,Laceration to right foot,N
1940,1998,USA,1998.09.14,Surfing,Right foot bitten,N
1941,1998,OTHER,1998.09.00,Fishing,Bitten by harpooned shark PROVOKED INCIDENT,N
1942,1998,USA,1998.08.30,Surfing,Toes lacerated,N
1943,1998,ITALY,1998.08.27,Fishing,"No injury; no attack, shark ate the bait hanging over the side of the boat",N
1944,1998,USA,1998.08.26,Other,"Thigh, buttocks & lower back lacerated",N
1945,1998,USA,1998.08.23.R,Fishing,Lacerations to left hand,N
1946,1998,BAHAMAS,1998.08.15,Fishing,Calf bitten,N
1947,1998,USA,1998.08.13,Other,Left calf injured,N
1948,1998,SOUTH AFRICA,1998.08.12,Other,Lacerations to right shin  PROVOKED INCIDENT,N
1949,1998,SOUTH AFRICA,1998.08.01.b,Surfing,Legs bitten,N
1950,1998,SOUTH AFRICA,1998.08.01.a,Fishing,Leg bitten,N
1951,1998,BRAZIL,1998.07.26,Surfing,Lacerations to left foot,N
1952,1998,USA,1998.07.25,Surfing,Calf bitten,N
1953,1998,SOUTH AFRICA,1998.07.06.b,Wading,Right leg bitten,N
1954,1998,SOUTH AFRICA,1998.07.11,Surfing,Knee bitten,N
1955,1998,SOUTH AFRICA,1998.07.06.a,Surfing,Right leg bitten,N
1956,1998,AUSTRALIA,1998.06.28.a,Diving,"FATAL, left thigh and lower leg severely injured  ",Y
1957,1998,SOUTH AFRICA,1998.06.22,Other,"FATAL, hands & calf bitten  ",Y
1958,1998,USA,1998.06.08,Surfing,"2-inch laceration on dorsum of foot, 1-inch laceration on sole.",N
1959,1998,SOUTH AFRICA,1998.06.05,Surfing,Survived,N
1960,1998,SOUTH AFRICA,1998.05.30,Surfing,Minor laceration on foot,N
1961,1998,SOUTH AFRICA,1998.05.29.b,Body boarding,Right shoulder & arm bitten,N
1962,1998,SOUTH AFRICA,1998.05.29.a,Body boarding,Leg bitten,N
1963,1998,USA,1998.05.25,Surfing,4 lacerations on the sole of his right foot,N
1964,1998,USA,1998.05.16.c,Swimming,Ankle & foot bitten,N
1965,1998,USA,1998.05.16.b,Surfing,Left arm & wrist lacerated,N
1966,1998,SOUTH AFRICA,1998.05.16.a,Body boarding,"Lower legs bitten, foot severed",N
1967,1998,MOZAMBIQUE,1998.04.26,Other,"FATAL, torso & abdomen bitten, forearm severed ",Y
1968,1998,USA,1998.04.21,Surfing,Right thigh bitten,N
1969,1998,USA,1998.04.17,Diving,"He grabbed shark's tail, shark bit his chest & held on.  PROVOKED INCIDENT",N
